iteration,area,repetition,s_method
104,1.48,24,Latin Hypercube
105,1.68,24,Latin Hypercube
106,1.84,24,Latin Hypercube
107,1.36,24,Latin Hypercube
108,1.56,24,Latin Hypercube
109,1.48,24,Latin Hypercube
110,1.6,24,Latin Hypercube
111,1.36,24,Latin Hypercube
112,1.44,24,Latin Hypercube
113,1.72,24,Latin Hypercube
114,1.68,24,Latin Hypercube
115,1.44,24,Latin Hypercube
116,1.76,24,Latin Hypercube
117,1.44,24,Latin Hypercube
118,1.32,24,Latin Hypercube
119,1.64,24,Latin Hypercube
120,1.44,24,Latin Hypercube
121,1.64,24,Latin Hypercube
122,1.6,24,Latin Hypercube
123,1.8,24,Latin Hypercube
124,1.6,24,Latin Hypercube
125,1.24,24,Latin Hypercube
126,1.28,24,Latin Hypercube
127,1.44,24,Latin Hypercube
128,1.4,24,Latin Hypercube
129,1.6,24,Latin Hypercube
130,1.28,24,Latin Hypercube
131,1.72,24,Latin Hypercube
132,1.48,24,Latin Hypercube
133,1.56,24,Latin Hypercube
134,1.56,24,Latin Hypercube
135,1.56,24,Latin Hypercube
136,1.68,24,Latin Hypercube
137,1.64,24,Latin Hypercube
138,1.88,24,Latin Hypercube
139,1.6,24,Latin Hypercube
140,1.68,24,Latin Hypercube
141,1.48,24,Latin Hypercube
142,1.32,24,Latin Hypercube
143,1.44,24,Latin Hypercube
144,1.4,24,Latin Hypercube
145,1.32,24,Latin Hypercube
146,1.68,24,Latin Hypercube
147,1.84,24,Latin Hypercube
148,1.72,24,Latin Hypercube
149,1.64,24,Latin Hypercube
150,1.6,24,Latin Hypercube
6,2.32,24,Orthogonal Sampling
7,2.28,24,Orthogonal Sampling
8,2.28,24,Orthogonal Sampling
9,1.88,24,Orthogonal Sampling
10,1.96,24,Orthogonal Sampling
11,1.92,24,Orthogonal Sampling
12,1.8,24,Orthogonal Sampling
13,1.88,24,Orthogonal Sampling
14,2.0,24,Orthogonal Sampling
15,1.76,24,Orthogonal Sampling
16,1.92,24,Orthogonal Sampling
17,1.64,24,Orthogonal Sampling
18,1.68,24,Orthogonal Sampling
19,1.68,24,Orthogonal Sampling
20,1.88,24,Orthogonal Sampling
21,1.8,24,Orthogonal Sampling
22,1.72,24,Orthogonal Sampling
23,1.8,24,Orthogonal Sampling
24,1.88,24,Orthogonal Sampling
25,1.68,24,Orthogonal Sampling
26,1.68,24,Orthogonal Sampling
27,1.68,24,Orthogonal Sampling
28,1.52,24,Orthogonal Sampling
29,1.64,24,Orthogonal Sampling
30,1.68,24,Orthogonal Sampling
31,1.56,24,Orthogonal Sampling
32,1.56,24,Orthogonal Sampling
33,1.52,24,Orthogonal Sampling
34,1.64,24,Orthogonal Sampling
35,1.64,24,Orthogonal Sampling
36,1.64,24,Orthogonal Sampling
37,1.56,24,Orthogonal Sampling
38,1.48,24,Orthogonal Sampling
39,1.56,24,Orthogonal Sampling
40,1.76,24,Orthogonal Sampling
41,1.6,24,Orthogonal Sampling
42,1.52,24,Orthogonal Sampling
43,1.56,24,Orthogonal Sampling
44,1.56,24,Orthogonal Sampling
45,1.68,24,Orthogonal Sampling
46,1.6,24,Orthogonal Sampling
47,1.8,24,Orthogonal Sampling
48,1.48,24,Orthogonal Sampling
49,1.52,24,Orthogonal Sampling
50,1.52,24,Orthogonal Sampling
51,1.48,24,Orthogonal Sampling
52,1.6,24,Orthogonal Sampling
53,1.76,24,Orthogonal Sampling
54,1.56,24,Orthogonal Sampling
55,1.64,24,Orthogonal Sampling
56,1.68,24,Orthogonal Sampling
57,1.56,24,Orthogonal Sampling
58,1.64,24,Orthogonal Sampling
59,1.56,24,Orthogonal Sampling
60,1.64,24,Orthogonal Sampling
61,1.48,24,Orthogonal Sampling
62,1.56,24,Orthogonal Sampling
63,1.76,24,Orthogonal Sampling
64,1.48,24,Orthogonal Sampling
65,1.6,24,Orthogonal Sampling
66,1.64,24,Orthogonal Sampling
67,1.64,24,Orthogonal Sampling
68,1.56,24,Orthogonal Sampling
69,1.68,24,Orthogonal Sampling
70,1.52,24,Orthogonal Sampling
71,1.48,24,Orthogonal Sampling
72,1.52,24,Orthogonal Sampling
73,1.36,24,Orthogonal Sampling
74,1.56,24,Orthogonal Sampling
75,1.56,24,Orthogonal Sampling
76,1.56,24,Orthogonal Sampling
77,1.72,24,Orthogonal Sampling
78,1.56,24,Orthogonal Sampling
79,1.48,24,Orthogonal Sampling
80,1.44,24,Orthogonal Sampling
81,1.48,24,Orthogonal Sampling
82,1.6,24,Orthogonal Sampling
83,1.6,24,Orthogonal Sampling
84,1.68,24,Orthogonal Sampling
85,1.56,24,Orthogonal Sampling
86,1.56,24,Orthogonal Sampling
87,1.6,24,Orthogonal Sampling
88,1.48,24,Orthogonal Sampling
89,1.4,24,Orthogonal Sampling
90,1.6,24,Orthogonal Sampling
91,1.4,24,Orthogonal Sampling
92,1.72,24,Orthogonal Sampling
93,1.52,24,Orthogonal Sampling
94,1.56,24,Orthogonal Sampling
95,1.72,24,Orthogonal Sampling
96,1.6,24,Orthogonal Sampling
97,1.6,24,Orthogonal Sampling
98,1.6,24,Orthogonal Sampling
99,1.52,24,Orthogonal Sampling
100,1.52,24,Orthogonal Sampling
101,1.56,24,Orthogonal Sampling
102,1.44,24,Orthogonal Sampling
103,1.48,24,Orthogonal Sampling
104,1.56,24,Orthogonal Sampling
105,1.44,24,Orthogonal Sampling
106,1.52,24,Orthogonal Sampling
107,1.6,24,Orthogonal Sampling
108,1.52,24,Orthogonal Sampling
109,1.44,24,Orthogonal Sampling
110,1.48,24,Orthogonal Sampling
111,1.52,24,Orthogonal Sampling
112,1.48,24,Orthogonal Sampling
113,1.6,24,Orthogonal Sampling
114,1.6,24,Orthogonal Sampling
115,1.52,24,Orthogonal Sampling
116,1.52,24,Orthogonal Sampling
117,1.32,24,Orthogonal Sampling
118,1.48,24,Orthogonal Sampling
119,1.44,24,Orthogonal Sampling
120,1.48,24,Orthogonal Sampling
121,1.52,24,Orthogonal Sampling
122,1.48,24,Orthogonal Sampling
123,1.4,24,Orthogonal Sampling
124,1.56,24,Orthogonal Sampling
125,1.48,24,Orthogonal Sampling
126,1.4,24,Orthogonal Sampling
127,1.6,24,Orthogonal Sampling
128,1.48,24,Orthogonal Sampling
129,1.48,24,Orthogonal Sampling
130,1.68,24,Orthogonal Sampling
131,1.56,24,Orthogonal Sampling
132,1.6,24,Orthogonal Sampling
133,1.56,24,Orthogonal Sampling
134,1.48,24,Orthogonal Sampling
135,1.48,24,Orthogonal Sampling
136,1.56,24,Orthogonal Sampling
137,1.56,24,Orthogonal Sampling
138,1.48,24,Orthogonal Sampling
139,1.44,24,Orthogonal Sampling
140,1.6,24,Orthogonal Sampling
141,1.56,24,Orthogonal Sampling
142,1.48,24,Orthogonal Sampling
143,1.56,24,Orthogonal Sampling
144,1.68,24,Orthogonal Sampling
145,1.44,24,Orthogonal Sampling
146,1.56,24,Orthogonal Sampling
147,1.6,24,Orthogonal Sampling
148,1.36,24,Orthogonal Sampling
149,1.52,24,Orthogonal Sampling
150,1.6,24,Orthogonal Sampling
6,2.921681167838508,24,Circular Monte Carlo
7,2.607521902479528,24,Circular Monte Carlo
8,1.9792033717615696,24,Circular Monte Carlo
9,2.3876104167282426,24,Circular Monte Carlo
10,2.5446900494077327,24,Circular Monte Carlo
11,1.7278759594743864,24,Circular Monte Carlo
12,1.6022122533307945,24,Circular Monte Carlo
13,2.167698930976957,24,Circular Monte Carlo
14,1.790707812546182,24,Circular Monte Carlo
15,1.7592918860102844,24,Circular Monte Carlo
16,1.7592918860102844,24,Circular Monte Carlo
17,1.853539665617978,24,Circular Monte Carlo
18,1.82212373908208,24,Circular Monte Carlo
19,1.4765485471872026,24,Circular Monte Carlo
20,1.853539665617978,24,Circular Monte Carlo
21,1.790707812546182,24,Circular Monte Carlo
22,1.6336281798666925,24,Circular Monte Carlo
23,1.853539665617978,24,Circular Monte Carlo
24,1.7278759594743864,24,Circular Monte Carlo
25,1.9477874452256718,24,Circular Monte Carlo
26,1.6964600329384885,24,Circular Monte Carlo
27,1.413716694115407,24,Circular Monte Carlo
28,1.4765485471872026,24,Circular Monte Carlo
29,1.7278759594743864,24,Circular Monte Carlo
30,1.6964600329384885,24,Circular Monte Carlo
31,1.319468914507713,24,Circular Monte Carlo
32,1.7592918860102844,24,Circular Monte Carlo
33,1.4451326206513049,24,Circular Monte Carlo
34,1.8849555921538759,24,Circular Monte Carlo
35,1.7592918860102844,24,Circular Monte Carlo
36,1.5393804002589986,24,Circular Monte Carlo
37,1.7278759594743864,24,Circular Monte Carlo
38,1.6964600329384885,24,Circular Monte Carlo
39,2.1048670779051615,24,Circular Monte Carlo
40,1.4451326206513049,24,Circular Monte Carlo
41,1.7592918860102844,24,Circular Monte Carlo
42,1.9792033717615696,24,Circular Monte Carlo
43,1.6650441064025905,24,Circular Monte Carlo
44,2.1048670779051615,24,Circular Monte Carlo
45,1.413716694115407,24,Circular Monte Carlo
46,1.9163715186897738,24,Circular Monte Carlo
47,1.5707963267948966,24,Circular Monte Carlo
48,1.6022122533307945,24,Circular Monte Carlo
49,1.6022122533307945,24,Circular Monte Carlo
50,1.5079644737231006,24,Circular Monte Carlo
51,1.7592918860102844,24,Circular Monte Carlo
52,1.350884841043611,24,Circular Monte Carlo
53,1.6650441064025905,24,Circular Monte Carlo
54,1.5393804002589986,24,Circular Monte Carlo
55,1.6964600329384885,24,Circular Monte Carlo
56,1.5079644737231006,24,Circular Monte Carlo
57,1.9163715186897738,24,Circular Monte Carlo
58,1.7592918860102844,24,Circular Monte Carlo
59,1.6964600329384885,24,Circular Monte Carlo
60,1.2252211349000193,24,Circular Monte Carlo
61,1.853539665617978,24,Circular Monte Carlo
62,1.5079644737231006,24,Circular Monte Carlo
63,1.4765485471872026,24,Circular Monte Carlo
64,1.7592918860102844,24,Circular Monte Carlo
65,1.8849555921538759,24,Circular Monte Carlo
66,1.790707812546182,24,Circular Monte Carlo
67,1.82212373908208,24,Circular Monte Carlo
68,1.7278759594743864,24,Circular Monte Carlo
69,1.5079644737231006,24,Circular Monte Carlo
70,1.790707812546182,24,Circular Monte Carlo
71,1.790707812546182,24,Circular Monte Carlo
72,1.413716694115407,24,Circular Monte Carlo
73,1.790707812546182,24,Circular Monte Carlo
74,1.6022122533307945,24,Circular Monte Carlo
75,1.4765485471872026,24,Circular Monte Carlo
76,1.413716694115407,24,Circular Monte Carlo
77,1.9163715186897738,24,Circular Monte Carlo
78,1.5707963267948966,24,Circular Monte Carlo
79,1.413716694115407,24,Circular Monte Carlo
80,1.7592918860102844,24,Circular Monte Carlo
81,1.6022122533307945,24,Circular Monte Carlo
82,1.5079644737231006,24,Circular Monte Carlo
83,1.319468914507713,24,Circular Monte Carlo
84,1.790707812546182,24,Circular Monte Carlo
85,1.4765485471872026,24,Circular Monte Carlo
86,2.199114857512855,24,Circular Monte Carlo
87,1.288052987971815,24,Circular Monte Carlo
88,1.4451326206513049,24,Circular Monte Carlo
89,1.6022122533307945,24,Circular Monte Carlo
90,1.382300767579509,24,Circular Monte Carlo
91,1.7592918860102844,24,Circular Monte Carlo
92,1.4765485471872026,24,Circular Monte Carlo
93,1.0681415022205298,24,Circular Monte Carlo
94,1.5079644737231006,24,Circular Monte Carlo
95,1.7278759594743864,24,Circular Monte Carlo
96,1.4765485471872026,24,Circular Monte Carlo
97,1.5393804002589986,24,Circular Monte Carlo
98,1.6336281798666925,24,Circular Monte Carlo
99,1.5393804002589986,24,Circular Monte Carlo
100,1.6022122533307945,24,Circular Monte Carlo
101,1.350884841043611,24,Circular Monte Carlo
102,1.5079644737231006,24,Circular Monte Carlo
103,1.319468914507713,24,Circular Monte Carlo
104,1.6964600329384885,24,Circular Monte Carlo
105,1.82212373908208,24,Circular Monte Carlo
106,1.6336281798666925,24,Circular Monte Carlo
107,1.288052987971815,24,Circular Monte Carlo
108,1.382300767579509,24,Circular Monte Carlo
109,1.5393804002589986,24,Circular Monte Carlo
110,1.6336281798666925,24,Circular Monte Carlo
111,1.319468914507713,24,Circular Monte Carlo
112,1.5393804002589986,24,Circular Monte Carlo
113,1.853539665617978,24,Circular Monte Carlo
114,1.350884841043611,24,Circular Monte Carlo
115,1.5393804002589986,24,Circular Monte Carlo
116,1.350884841043611,24,Circular Monte Carlo
117,1.2252211349000193,24,Circular Monte Carlo
118,1.6650441064025905,24,Circular Monte Carlo
119,1.2252211349000193,24,Circular Monte Carlo
120,1.2252211349000193,24,Circular Monte Carlo
121,1.6336281798666925,24,Circular Monte Carlo
122,1.5707963267948966,24,Circular Monte Carlo
123,1.5393804002589986,24,Circular Monte Carlo
124,1.5393804002589986,24,Circular Monte Carlo
125,1.9477874452256718,24,Circular Monte Carlo
126,1.5707963267948966,24,Circular Monte Carlo
127,1.7278759594743864,24,Circular Monte Carlo
128,1.382300767579509,24,Circular Monte Carlo
129,1.6022122533307945,24,Circular Monte Carlo
130,1.6022122533307945,24,Circular Monte Carlo
131,1.8849555921538759,24,Circular Monte Carlo
132,1.5393804002589986,24,Circular Monte Carlo
133,1.7592918860102844,24,Circular Monte Carlo
134,1.6964600329384885,24,Circular Monte Carlo
135,1.5393804002589986,24,Circular Monte Carlo
136,1.6650441064025905,24,Circular Monte Carlo
137,1.6650441064025905,24,Circular Monte Carlo
138,1.350884841043611,24,Circular Monte Carlo
139,1.2566370614359172,24,Circular Monte Carlo
140,1.8849555921538759,24,Circular Monte Carlo
141,1.790707812546182,24,Circular Monte Carlo
142,1.9477874452256718,24,Circular Monte Carlo
143,1.853539665617978,24,Circular Monte Carlo
144,1.6336281798666925,24,Circular Monte Carlo
145,1.6022122533307945,24,Circular Monte Carlo
146,1.82212373908208,24,Circular Monte Carlo
147,1.2252211349000193,24,Circular Monte Carlo
148,1.6964600329384885,24,Circular Monte Carlo
149,1.319468914507713,24,Circular Monte Carlo
150,1.5079644737231006,24,Circular Monte Carlo
6,2.52,25,Monte Carlo
7,2.84,25,Monte Carlo
8,2.52,25,Monte Carlo
9,1.92,25,Monte Carlo
10,1.72,25,Monte Carlo
11,2.12,25,Monte Carlo
12,1.92,25,Monte Carlo
13,2.08,25,Monte Carlo
14,2.08,25,Monte Carlo
15,2.32,25,Monte Carlo
16,1.72,25,Monte Carlo
17,1.64,25,Monte Carlo
18,1.8,25,Monte Carlo
19,1.48,25,Monte Carlo
20,2.28,25,Monte Carlo
21,1.92,25,Monte Carlo
22,1.88,25,Monte Carlo
23,1.76,25,Monte Carlo
24,1.96,25,Monte Carlo
25,1.24,25,Monte Carlo
26,1.4,25,Monte Carlo
27,1.36,25,Monte Carlo
28,1.76,25,Monte Carlo
29,1.6,25,Monte Carlo
30,1.96,25,Monte Carlo
31,1.52,25,Monte Carlo
32,1.68,25,Monte Carlo
33,1.52,25,Monte Carlo
34,2.08,25,Monte Carlo
35,1.4,25,Monte Carlo
36,2.2,25,Monte Carlo
37,2.08,25,Monte Carlo
38,1.56,25,Monte Carlo
39,1.72,25,Monte Carlo
40,1.64,25,Monte Carlo
41,1.64,25,Monte Carlo
42,1.92,25,Monte Carlo
43,1.84,25,Monte Carlo
44,1.36,25,Monte Carlo
45,1.56,25,Monte Carlo
46,1.6,25,Monte Carlo
47,1.36,25,Monte Carlo
48,1.44,25,Monte Carlo
49,1.48,25,Monte Carlo
50,1.68,25,Monte Carlo
51,1.72,25,Monte Carlo
52,1.76,25,Monte Carlo
53,1.36,25,Monte Carlo
54,1.68,25,Monte Carlo
55,1.68,25,Monte Carlo
56,1.28,25,Monte Carlo
57,1.56,25,Monte Carlo
58,1.6,25,Monte Carlo
59,1.6,25,Monte Carlo
60,1.88,25,Monte Carlo
61,1.96,25,Monte Carlo
62,1.76,25,Monte Carlo
63,1.52,25,Monte Carlo
64,1.4,25,Monte Carlo
65,1.2,25,Monte Carlo
66,1.68,25,Monte Carlo
67,1.48,25,Monte Carlo
68,1.28,25,Monte Carlo
69,1.6,25,Monte Carlo
70,1.08,25,Monte Carlo
71,1.52,25,Monte Carlo
72,1.56,25,Monte Carlo
73,1.4,25,Monte Carlo
74,1.64,25,Monte Carlo
75,1.28,25,Monte Carlo
76,1.56,25,Monte Carlo
77,0.92,25,Monte Carlo
78,1.56,25,Monte Carlo
79,1.28,25,Monte Carlo
80,1.52,25,Monte Carlo
81,1.48,25,Monte Carlo
82,1.68,25,Monte Carlo
83,1.52,25,Monte Carlo
84,1.84,25,Monte Carlo
85,1.92,25,Monte Carlo
86,1.64,25,Monte Carlo
87,1.64,25,Monte Carlo
88,1.76,25,Monte Carlo
89,1.4,25,Monte Carlo
90,1.8,25,Monte Carlo
91,1.44,25,Monte Carlo
92,1.32,25,Monte Carlo
93,1.36,25,Monte Carlo
94,1.4,25,Monte Carlo
95,1.72,25,Monte Carlo
96,1.52,25,Monte Carlo
97,2.08,25,Monte Carlo
98,1.52,25,Monte Carlo
99,1.6,25,Monte Carlo
100,1.96,25,Monte Carlo
101,1.56,25,Monte Carlo
102,1.84,25,Monte Carlo
103,1.92,25,Monte Carlo
104,1.6,25,Monte Carlo
105,1.36,25,Monte Carlo
106,1.48,25,Monte Carlo
107,1.64,25,Monte Carlo
108,2.08,25,Monte Carlo
109,1.72,25,Monte Carlo
110,1.6,25,Monte Carlo
111,2.12,25,Monte Carlo
112,1.52,25,Monte Carlo
113,1.32,25,Monte Carlo
114,1.32,25,Monte Carlo
115,1.24,25,Monte Carlo
116,1.56,25,Monte Carlo
117,1.48,25,Monte Carlo
118,1.64,25,Monte Carlo
119,1.48,25,Monte Carlo
120,1.48,25,Monte Carlo
121,1.36,25,Monte Carlo
122,1.0,25,Monte Carlo
123,1.6,25,Monte Carlo
124,1.8,25,Monte Carlo
125,1.36,25,Monte Carlo
126,1.72,25,Monte Carlo
127,1.6,25,Monte Carlo
128,1.44,25,Monte Carlo
129,1.56,25,Monte Carlo
130,1.4,25,Monte Carlo
131,1.64,25,Monte Carlo
132,1.6,25,Monte Carlo
133,1.64,25,Monte Carlo
134,1.68,25,Monte Carlo
135,1.6,25,Monte Carlo
136,1.64,25,Monte Carlo
137,1.68,25,Monte Carlo
138,1.64,25,Monte Carlo
139,1.36,25,Monte Carlo
140,1.12,25,Monte Carlo
141,1.4,25,Monte Carlo
142,1.56,25,Monte Carlo
143,1.16,25,Monte Carlo
144,1.0,25,Monte Carlo
145,1.36,25,Monte Carlo
146,1.2,25,Monte Carlo
147,1.36,25,Monte Carlo
148,1.44,25,Monte Carlo
149,1.68,25,Monte Carlo
150,1.44,25,Monte Carlo
6,2.64,25,Latin Hypercube
7,2.2,25,Latin Hypercube
8,1.84,25,Latin Hypercube
9,1.96,25,Latin Hypercube
10,2.08,25,Latin Hypercube
11,2.2,25,Latin Hypercube
12,2.0,25,Latin Hypercube
13,1.96,25,Latin Hypercube
14,1.92,25,Latin Hypercube
15,1.96,25,Latin Hypercube
16,2.04,25,Latin Hypercube
17,1.6,25,Latin Hypercube
18,1.64,25,Latin Hypercube
19,2.08,25,Latin Hypercube
20,1.76,25,Latin Hypercube
21,1.88,25,Latin Hypercube
22,1.92,25,Latin Hypercube
23,1.44,25,Latin Hypercube
24,1.92,25,Latin Hypercube
25,1.72,25,Latin Hypercube
26,1.72,25,Latin Hypercube
27,1.76,25,Latin Hypercube
28,1.72,25,Latin Hypercube
29,1.56,25,Latin Hypercube
30,1.52,25,Latin Hypercube
31,1.72,25,Latin Hypercube
32,1.4,25,Latin Hypercube
33,1.64,25,Latin Hypercube
34,1.68,25,Latin Hypercube
35,1.52,25,Latin Hypercube
36,1.72,25,Latin Hypercube
37,1.8,25,Latin Hypercube
38,1.52,25,Latin Hypercube
39,1.8,25,Latin Hypercube
40,1.64,25,Latin Hypercube
41,1.36,25,Latin Hypercube
42,1.8,25,Latin Hypercube
43,1.68,25,Latin Hypercube
44,1.72,25,Latin Hypercube
45,1.6,25,Latin Hypercube
46,1.84,25,Latin Hypercube
47,1.52,25,Latin Hypercube
48,1.36,25,Latin Hypercube
49,1.32,25,Latin Hypercube
50,1.48,25,Latin Hypercube
51,1.32,25,Latin Hypercube
52,1.44,25,Latin Hypercube
53,1.64,25,Latin Hypercube
54,1.72,25,Latin Hypercube
55,1.52,25,Latin Hypercube
56,1.56,25,Latin Hypercube
57,1.56,25,Latin Hypercube
58,1.44,25,Latin Hypercube
59,1.92,25,Latin Hypercube
60,1.64,25,Latin Hypercube
61,1.52,25,Latin Hypercube
62,1.28,25,Latin Hypercube
63,1.6,25,Latin Hypercube
64,1.72,25,Latin Hypercube
65,1.48,25,Latin Hypercube
66,1.56,25,Latin Hypercube
67,1.36,25,Latin Hypercube
68,1.36,25,Latin Hypercube
69,1.48,25,Latin Hypercube
70,1.4,25,Latin Hypercube
71,1.72,25,Latin Hypercube
72,1.64,25,Latin Hypercube
73,1.72,25,Latin Hypercube
74,1.6,25,Latin Hypercube
75,1.44,25,Latin Hypercube
76,1.4,25,Latin Hypercube
77,1.36,25,Latin Hypercube
78,1.56,25,Latin Hypercube
79,1.24,25,Latin Hypercube
80,1.64,25,Latin Hypercube
81,1.44,25,Latin Hypercube
82,1.68,25,Latin Hypercube
83,1.36,25,Latin Hypercube
84,1.44,25,Latin Hypercube
85,1.24,25,Latin Hypercube
86,1.64,25,Latin Hypercube
87,1.48,25,Latin Hypercube
88,1.36,25,Latin Hypercube
89,1.56,25,Latin Hypercube
90,1.4,25,Latin Hypercube
91,1.56,25,Latin Hypercube
92,1.88,25,Latin Hypercube
93,1.64,25,Latin Hypercube
94,1.84,25,Latin Hypercube
95,1.28,25,Latin Hypercube
96,1.76,25,Latin Hypercube
97,1.68,25,Latin Hypercube
98,1.56,25,Latin Hypercube
99,1.8,25,Latin Hypercube
100,1.36,25,Latin Hypercube
101,1.16,25,Latin Hypercube
102,1.64,25,Latin Hypercube
103,1.4,25,Latin Hypercube
104,1.28,25,Latin Hypercube
105,1.76,25,Latin Hypercube
106,1.68,25,Latin Hypercube
107,1.08,25,Latin Hypercube
108,1.48,25,Latin Hypercube
109,1.52,25,Latin Hypercube
110,1.4,25,Latin Hypercube
111,1.44,25,Latin Hypercube
112,1.6,25,Latin Hypercube
113,1.8,25,Latin Hypercube
114,1.52,25,Latin Hypercube
115,1.48,25,Latin Hypercube
116,1.4,25,Latin Hypercube
117,1.64,25,Latin Hypercube
118,1.56,25,Latin Hypercube
119,1.28,25,Latin Hypercube
120,1.48,25,Latin Hypercube
121,1.52,25,Latin Hypercube
122,1.56,25,Latin Hypercube
123,1.36,25,Latin Hypercube
124,1.56,25,Latin Hypercube
125,1.48,25,Latin Hypercube
126,1.32,25,Latin Hypercube
127,1.56,25,Latin Hypercube
128,1.56,25,Latin Hypercube
129,1.36,25,Latin Hypercube
130,1.44,25,Latin Hypercube
131,1.88,25,Latin Hypercube
132,1.44,25,Latin Hypercube
133,1.44,25,Latin Hypercube
134,1.32,25,Latin Hypercube
135,1.32,25,Latin Hypercube
136,1.6,25,Latin Hypercube
137,1.72,25,Latin Hypercube
138,1.32,25,Latin Hypercube
139,1.6,25,Latin Hypercube
140,1.44,25,Latin Hypercube
141,1.36,25,Latin Hypercube
142,1.84,25,Latin Hypercube
143,1.48,25,Latin Hypercube
144,1.4,25,Latin Hypercube
145,1.76,25,Latin Hypercube
146,1.8,25,Latin Hypercube
147,1.56,25,Latin Hypercube
148,1.24,25,Latin Hypercube
149,1.2,25,Latin Hypercube
150,1.68,25,Latin Hypercube
6,2.48,25,Orthogonal Sampling
7,2.24,25,Orthogonal Sampling
8,2.2,25,Orthogonal Sampling
9,2.04,25,Orthogonal Sampling
10,1.96,25,Orthogonal Sampling
11,1.88,25,Orthogonal Sampling
12,1.88,25,Orthogonal Sampling
13,2.0,25,Orthogonal Sampling
14,1.92,25,Orthogonal Sampling
15,1.88,25,Orthogonal Sampling
16,1.64,25,Orthogonal Sampling
17,1.84,25,Orthogonal Sampling
18,1.76,25,Orthogonal Sampling
19,1.84,25,Orthogonal Sampling
20,1.68,25,Orthogonal Sampling
21,1.68,25,Orthogonal Sampling
22,1.56,25,Orthogonal Sampling
23,1.68,25,Orthogonal Sampling
24,1.76,25,Orthogonal Sampling
25,1.68,25,Orthogonal Sampling
26,1.64,25,Orthogonal Sampling
27,1.6,25,Orthogonal Sampling
28,1.64,25,Orthogonal Sampling
29,1.64,25,Orthogonal Sampling
30,1.6,25,Orthogonal Sampling
31,1.64,25,Orthogonal Sampling
32,1.6,25,Orthogonal Sampling
33,1.64,25,Orthogonal Sampling
34,1.52,25,Orthogonal Sampling
35,1.6,25,Orthogonal Sampling
36,1.72,25,Orthogonal Sampling
37,1.68,25,Orthogonal Sampling
38,1.48,25,Orthogonal Sampling
39,1.64,25,Orthogonal Sampling
40,1.4,25,Orthogonal Sampling
41,1.52,25,Orthogonal Sampling
42,1.56,25,Orthogonal Sampling
43,1.64,25,Orthogonal Sampling
44,1.52,25,Orthogonal Sampling
45,1.56,25,Orthogonal Sampling
46,1.56,25,Orthogonal Sampling
47,1.36,25,Orthogonal Sampling
48,1.56,25,Orthogonal Sampling
49,1.6,25,Orthogonal Sampling
50,1.52,25,Orthogonal Sampling
51,1.6,25,Orthogonal Sampling
52,1.6,25,Orthogonal Sampling
53,1.6,25,Orthogonal Sampling
54,1.56,25,Orthogonal Sampling
55,1.56,25,Orthogonal Sampling
56,1.6,25,Orthogonal Sampling
57,1.4,25,Orthogonal Sampling
58,1.48,25,Orthogonal Sampling
59,1.52,25,Orthogonal Sampling
60,1.72,25,Orthogonal Sampling
61,1.56,25,Orthogonal Sampling
62,1.56,25,Orthogonal Sampling
63,1.64,25,Orthogonal Sampling
64,1.48,25,Orthogonal Sampling
65,1.48,25,Orthogonal Sampling
66,1.48,25,Orthogonal Sampling
67,1.52,25,Orthogonal Sampling
68,1.6,25,Orthogonal Sampling
69,1.64,25,Orthogonal Sampling
70,1.6,25,Orthogonal Sampling
71,1.6,25,Orthogonal Sampling
72,1.28,25,Orthogonal Sampling
73,1.52,25,Orthogonal Sampling
74,1.52,25,Orthogonal Sampling
75,1.64,25,Orthogonal Sampling
76,1.56,25,Orthogonal Sampling
77,1.52,25,Orthogonal Sampling
78,1.44,25,Orthogonal Sampling
79,1.44,25,Orthogonal Sampling
80,1.44,25,Orthogonal Sampling
81,1.6,25,Orthogonal Sampling
82,1.6,25,Orthogonal Sampling
83,1.76,25,Orthogonal Sampling
84,1.44,25,Orthogonal Sampling
85,1.64,25,Orthogonal Sampling
86,1.6,25,Orthogonal Sampling
87,1.44,25,Orthogonal Sampling
88,1.6,25,Orthogonal Sampling
89,1.44,25,Orthogonal Sampling
90,1.52,25,Orthogonal Sampling
91,1.64,25,Orthogonal Sampling
92,1.64,25,Orthogonal Sampling
93,1.6,25,Orthogonal Sampling
94,1.68,25,Orthogonal Sampling
95,1.56,25,Orthogonal Sampling
96,1.48,25,Orthogonal Sampling
97,1.56,25,Orthogonal Sampling
98,1.52,25,Orthogonal Sampling
99,1.68,25,Orthogonal Sampling
100,1.48,25,Orthogonal Sampling
101,1.56,25,Orthogonal Sampling
102,1.48,25,Orthogonal Sampling
103,1.4,25,Orthogonal Sampling
104,1.56,25,Orthogonal Sampling
105,1.6,25,Orthogonal Sampling
106,1.56,25,Orthogonal Sampling
107,1.56,25,Orthogonal Sampling
108,1.6,25,Orthogonal Sampling
109,1.52,25,Orthogonal Sampling
110,1.56,25,Orthogonal Sampling
111,1.56,25,Orthogonal Sampling
112,1.4,25,Orthogonal Sampling
113,1.6,25,Orthogonal Sampling
114,1.4,25,Orthogonal Sampling
115,1.48,25,Orthogonal Sampling
116,1.52,25,Orthogonal Sampling
117,1.56,25,Orthogonal Sampling
118,1.6,25,Orthogonal Sampling
119,1.56,25,Orthogonal Sampling
120,1.4,25,Orthogonal Sampling
121,1.6,25,Orthogonal Sampling
